,Unnamed: 0.1,Unnamed: 0,Tweets,Sentiment,Sarcasm_Col,Topic,Sarcasm_Aug
2398,5579,9515,"""Oh, because nothing says \""safety\"" like threatening nuclear war against another nuclear state. #sarcasm""",Negative,Sarcastic,Politics,'Threatening nuclear war against another nuclear state is definitely not a reassuring way to promote safety.
2399,5580,9516,"""Oh, how thoughtful of the UK Government to secretly plan on dumping radioactive hulks of 22 nuclear submarines in the sea off north west Scotland. How considerate of them! #NotSoSecretPlan""",Negative,Sarcastic,Politics,'The UK Government is planning to dispose of radioactive hulks of 22 nuclear submarines in the sea off north west Scotland without public knowledge. #NotSoSecretPlan
2400,5584,9523,"""Amnesty International is so thoughtful to issue a travel warning for those planning to visit the #USA. Because, you know, it's just a lovely rogue nuclear state being led by an orange ape, the NRA, and the charming warhawks of the military-industrial complex. And let's not forget the cherry on top - easy access to guns for literally anyone with a pulse... how delightful!""",Negative,Sarcastic,Politics,'Amnesty International has issued a travel warning for those considering visiting the #USA due to concerns about the country being led by controversial figures and having easy access to guns.
2401,5586,9528,"""Wow, what a fantastic daily dose of a slow-moving nuclear attack! Because who needs logic, reason, science, compassion, critical thinking, or norms anyway? Everything is just topsy-turvy, and the process to fix it is just a delightful marathon of exhaustion. Thanks a ton for all your hard work!""",Negative,Sarcastic,Politics,"'What a terrible daily experience of a slow-moving nuclear attack! It seems like logic, reason, science, compassion, critical thinking, and norms are all being disregarded. The process to address these issues is exhausting and challenging."
2402,5590,9549,"""Oh, great news from 18/12/17! Apparently, we only have a whole 3 months to prevent the US from attacking North Korea. Envoys are kindly reminding us that we need to act fast before Kim Jong-un gets his hands on a nuke that can reach Washington. How reassuring. #NorthKorea #US | Mark Seddon | Opinion | The Guardian""",Negative,Sarcastic,Politics,'The news from 18/12/17 is concerning as it indicates that there is only a limited 3-month window to prevent a potential US attack on North Korea. Envoys are emphasizing the urgency of taking action before Kim Jong-un acquires a nuclear weapon capable of reaching Washington.
2403,5593,9552,"""Oh, because clearly no one can stop Putin or Russia. With China, Brazil, India, etc. backing them up, we're all just doomed to die or get mutated by nuclear weapons before anyone even tries to touch Russia. You guys are just so brilliant.""",Negative,Sarcastic,Politics,"'It seems like no one is able to prevent Putin or Russia from taking action, especially with the support of countries like China, Brazil, and India. It appears that the situation is quite dire and no one is willing to challenge Russia."
2404,5596,9556,"""U.N. nuclear agency has to beg Iran to cooperate because we all know how eager they are to follow the rules. The International Atomic Energy Agency (IAEA) has to remind Iran to play nice and actually cooperate with their investigation. #NotSurprised #IranCompliance""",Negative,Sarcastic,Politics,'The U.N. nuclear agency struggles to get Iran to cooperate as they have a history of not following the rules. The International Atomic Energy Agency (IAEA) has to repeatedly ask Iran to cooperate with their investigation. #ExpectedBehavior #IranNoncompliance
2405,5597,9557,"""Spending is just brilliant, especially when it skyrockets with a nuclear power! Ignoring the bigger picture of the dispute and refusing to listen to the other side is always the smart move. You'll definitely reach your destination by following their lead. And who needs trained operatives anyway? It's not like they'll be destroyed on the ground immediately.""",Negative,Sarcastic,Politics,"""Spending excessively, particularly in conjunction with a nuclear power, can have negative consequences. Disregarding the overall context of a conflict and being unwilling to consider the perspectives of others is not a wise decision. blindly following someone else's lead may not lead to a successful outcome. Trained operatives are important and their absence can lead to immediate danger."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'protected_material_code': {'filtered': False, 'detected': False}, 'protected_material_text': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508667, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=69, prompt_tokens=97, total_tokens=166), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
2406,5598,9558,"""Oh wow, MercedesBenz in the Eastern Cape of SouthAfrica is just thrilled about supporting a new EV battery plant! Because, you know, cobalt is only used in aerospace, high-temperature military applications, and nuclear power plants. And obviously, there are tons of service providers and end products related to those in Africa... Oh wait, there aren't any! """,Negative,Sarcastic,Energy,"""MercedesBenz in the Eastern Cape of South Africa is not enthusiastic about supporting a new EV battery plant due to the limited relevance of cobalt in the region's industries and products."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508669, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=37, prompt_tokens=101, total_tokens=138), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2407,5599,9559,"""Oh, great, another nuclear emergency in Japan. Thanks, Washington Post.""",Negative,Sarcastic,Politics,'Another nuclear emergency in Japan has been reported by the Washington Post.
2408,5601,9561,"""Oh great, because we all know how much the 116th Congress loves to chat about the dangers of nuclear conflict. Oregon is just so lucky to have such amazing representatives. I'm sure we're all feeling so hopeful today. #sarcasm""",Negative,Sarcastic,Politics,"""The 116th Congress is not known for discussing the dangers of nuclear conflict. Oregon's representatives are not considered exceptional. This situation does not inspire hope."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508673, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=31, prompt_tokens=77, total_tokens=108), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2409,5602,9564,"""Check out this totally safe and harmless Nuclear Missile Toy from the 1950s! Because nothing says fun like playing with weapons of mass destruction, right? LOL #sarcasm""",Negative,Sarcastic,General,"'Explore this supposedly harmless Nuclear Missile Toy from the 1950s. Playing with weapons of mass destruction can be a fun activity, right? #notsarcastic"
2410,5604,9567,"""Oh yeah, because Seattle is definitely at the top of the list for potential nuclear targets. #sarcasm""",Negative,Sarcastic,General,'Seattle is not a likely target for a nuclear attack.
2411,5605,9569,"""Indian government is just thrilled about testing another nuclear-capable missile. Because nothing says peace like more weapons of mass destruction, right? #sarcasm""",Negative,Sarcastic,Politics,'The Indian government is once again conducting a test of a nuclear-capable missile. This decision to further develop weapons of mass destruction does not promote peace.
2412,5609,9574,"""This submarine usually goes on patrols to show off its nuclear power, but this time it decided to switch things up. I suppose they'll need to come up with a new anthem now: \""Rule Britannia, ruling the waves... because Britons definitely don't want to be slaves, right?\"" """,Negative,Sarcastic,Politics,"'This submarine typically goes on patrols to display its nuclear capabilities, but this time it chose to do something different. It seems like they may need to consider a new anthem now."
2413,5610,9575,"""Oh, what a surprise! The massive network belonged to the Pakistan Government, not AQ Khan's network. How shocking! Musharraf was involved in nuclear activities in Karachi and Lahore. #NotSoSecretAnymore""",Negative,Sarcastic,Politics,"""It is not surprising that the large network was actually owned by the Pakistan Government, not AQ Khan's network. It is concerning that Musharraf was involved in nuclear activities in Karachi and Lahore. #RevealedNow"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508684, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=44, prompt_tokens=71, total_tokens=115), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2414,5612,9578,"""So, the brilliant idea was to put a nuclear waste site under a dome, and surprise surprise, the dome is now cracking. Great job, Kyle Swenson. #NotSoSmart""",Negative,Sarcastic,General,"""The decision to place a nuclear waste site under a dome has backfired as the dome is now cracking, which is concerning. Kyle Swenson's plan is not proving to be a wise choice. #UnfortunateOutcome"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}})], created=1739508686, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=44, prompt_tokens=64, total_tokens=108), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
2415,5613,9579,"""Oh, because obviously dumping nuclear waste in the ocean during a tsunami is a brilliant idea. #sarcasm""",Negative,Sarcastic,General,'Dumping nuclear waste in the ocean during a tsunami is not a wise decision.
2416,5614,9580,"""I've had this conversation so many times - because obviously, Pence is just the worst. But hey, I highly doubt that a nuclear disaster will only set us back 4 years. Oh, and don't worry, it definitely won't destroy the world. So, you know, silver linings and all that. #optimism""",Negative,Sarcastic,General,"""I've had this conversation repeatedly - Pence is not a good choice. A nuclear disaster will likely have long-lasting consequences, more than just 4 years. It could have catastrophic effects on the world. #realism"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508690, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=43, prompt_tokens=94, total_tokens=137), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2417,5617,9584,"""Oh, because the UK is just killing it in the nuclear energy game, they're all about supporting the International Atomic Energy Agency. How noble of them. GlobalBritain \ud83d\ude44 #sarcasm""",Negative,Sarcastic,Politics,'The UK is not doing well in the nuclear energy sector and is showing support for the International Atomic Energy Agency. GlobalBritain \\ud83d\\ude44 #sarcasm
2418,5623,9590,"""Hey WHO and COVAX, maybe you should start by defining which countries are \""poor\"" - especially the ones who have managed to make nuclear bombs and still claim to be poor. How about making them sign a contract promising not to make any more bombs before you help them out? Great idea, right? #sarcasm""",Negative,Sarcastic,General,"'WHO and COVAX should consider clearly defining the criteria for determining which countries qualify as ""poor,"" especially those that possess nuclear weapons yet still seek assistance. Perhaps requiring these countries to commit to halting further development of nuclear weapons before providing aid would be a sensible approach. #negative"
2419,5624,9591,"""Pentagon is doing a great job of keeping us in the dark by hiding those pesky nuclear weapons inspections reports. How convenient! #transparencyfail #governmentsecrets""",Negative,Sarcastic,Politics,"'The Pentagon is effectively concealing the nuclear weapons inspections reports, which is frustrating as it hinders transparency. #transparencyfail #governmentsecrets"
2420,5627,9594,"""Austria should totally jump on the hydropower bandwagon, build 34 nuclear plants in a jiffy, and then take on Taiwan in the race to become the top dog in advanced semiconductors. Because, you know, we have these amazing educational institutions like Hagenberg, and once we sort out this pesky little energy crisis, the sky's the limit! #DreamBig """,Negative,Sarcastic,Energy,"'Austria should consider investing in hydropower and nuclear plants to address the energy crisis and compete with Taiwan in the semiconductor industry. With educational institutions like Hagenberg, there is potential for growth and success in these sectors."
2421,5631,9600,"""Oh wow, what a shocker - a recent study found that internal radiation exposures in Fukushima are low. Who would have thought? #sarcasm""",Negative,Sarcastic,General,'It is not surprising that a recent study discovered low levels of internal radiation exposures in Fukushima.
2422,5632,9602,"""Oh, how exciting! Can't wait to see those nuclear fuel rods being removed at the Fukushima Nuclear Power Plant in Japan. What a thrilling event to witness! #news""",Negative,Sarcastic,General,'I am not looking forward to seeing the nuclear fuel rods being removed at the Fukushima Nuclear Power Plant in Japan. It is a concerning event to witness. #news
2423,5633,9603,"""Oh, because the cancel crowd is just so productive, right? Can't wait for them to start building sewage systems and nuclear power plants. #sarcasm""",Negative,Sarcastic,General,'The cancel crowd is not known for being productive. It is unlikely that they will start building sewage systems and nuclear power plants.
2424,5638,9608,"""Oh no, what a surprise! Carbondioxide discharge causing an alert at California's Diablo Canyon nuclear power plant.""",Negative,Sarcastic,General,"""Unexpectedly, there has been an alert at California's Diablo Canyon nuclear power plant due to carbon dioxide emissions."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508708, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=22, prompt_tokens=49, total_tokens=71), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2425,5639,9609,"""US is finally putting an end to Bush's brilliant idea of a Nuclear Missile Shield. How surprising! #AboutTime """,Negative,Sarcastic,General,"""The US is finally discontinuing the Nuclear Missile Shield initiative that was proposed by Bush. It's about time."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508710, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=22, prompt_tokens=51, total_tokens=73), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
2426,5640,9610,"""Oh, stealing NUCLEAR SECRETS? Yeah, you're really excelling at that.""",Negative,Sarcastic,Politics,'Stealing nuclear secrets is not a commendable achievement.
2427,5641,9612,"""Oh, because clearly coal and gas are the epitome of sustainability. Governments should totally jump on the bandwagon and start building their own nuclear power plants in every state. Because who needs those outdated coal and gas power plants anyway? Let's just replace them all with shiny new nuclear plants. Brilliant idea! """,Negative,Sarcastic,Politics,'Governments should consider investing in nuclear power plants as a more sustainable alternative to coal and gas power plants.
2428,5642,9613,"""Living in a city just 65 miles away from a nuclear bomb test site sure makes you appreciate those oddly shaped clouds, huh? So relaxing!""",Negative,Sarcastic,General,'Living close to a nuclear bomb test site can make you notice and think about the unusual cloud formations more often.
2429,5643,9614,"""Wow, what a surprise! The 1st committee of UNGA actually managed to adopt two resolutions on nuclear disarmament sponsored by India. Shocking, right? #sarcasm""",Negative,Sarcastic,General,'It is surprising that the 1st committee of UNGA was able to adopt two resolutions on nuclear disarmament sponsored by India.
2430,5644,9615,"""RT: Oh, of course, because we all know that Iran is just a beacon of honesty and transparency when it comes to their nuclear program. #sarcasm #yeahright""",Negative,Sarcastic,Politics,'It is unlikely that Iran is completely honest and transparent about their nuclear program.
2431,5645,9619,"""Oh, what a surprise! Iran claims that the agreement to revive the nuclear deal goes against its laws. How unexpected! #OOTT""",Negative,Sarcastic,Politics,'Iran has stated that the agreement to revive the nuclear deal is in violation of its laws. #OOTT
2432,5646,9620,"""Iran is just not ready to have a little chat about putting a stop to its nuclear program, but hey, they've got this brilliant idea for a global control system to magically make all nukes disappear. How thoughtful of them!""",Negative,Sarcastic,Politics,'Iran is unwilling to discuss halting its nuclear program at this time. They have proposed a global control system to eliminate all nuclear weapons.
2433,5647,9622,"""Oh, Obama The Traitor really went out of his way to make sure that nuclear deal with Iran happened, even if it meant sacrificing a campaign targeting Hezbollah. Classic move. #sarcasm""",Negative,Sarcastic,General,"'Obama prioritized the nuclear deal with Iran over a campaign targeting Hezbollah, which some may view as a questionable decision."
2434,5651,9627,"""Using nuclear weapons to end a war is totally a sign of strength, right? Because nothing says \""strong\"" like wiping out entire cities with weapons of mass destruction. #sarcasm""",Negative,Sarcastic,Politics,"'Using nuclear weapons to end a war is a display of power, as it involves destroying entire cities with weapons of mass destruction."
2435,5655,9632,"""Oh, because nuclear energy is just so perfect and flawless, right? It's not like it has any drawbacks or risks at all. And let's not forget how amazing it is for the environment to deal with all that radioactive waste. """,Negative,Sarcastic,General,'Nuclear energy is not without its flaws and risks. Dealing with radioactive waste poses significant environmental challenges.
2436,5656,9633,"""Oh, because clearly the best way to address issues is by attempting to hack my air conditioning. Who needs opposing viewpoints anyway? Maybe instead of having civil discussions and finding solutions, we should just completely shift away from cars altogether. Or hey, why don't we all just focus on nuclear energy safety and delve deeper into hydrogen fuel cells? As long as everyone is happy, right?""",Negative,Sarcastic,General,"'The approach of trying to hack my air conditioning to address issues is not productive. It seems like opposing viewpoints are not valued. Instead of having civil discussions and finding solutions, there is a suggestion to completely move away from cars. Another suggestion is to focus on nuclear energy safety and explore hydrogen fuel cells. The tone implies a lack of satisfaction with the current situation."
2437,5658,9635,"""Oh, how exciting! Iran and #Russia are having a riveting discussion about their wonderful bilateral ties and nuclear cooperation. How thrilling!""",Negative,Sarcastic,Politics,'Iran and Russia are discussing their bilateral ties and nuclear cooperation.
2438,5659,9639,"""Oh, how surprising! The Chinese foreign ministry just had to mention that China and South Korea are united in their opposition to Japan's brilliant idea of dumping contaminated water from the Fukushima nuclear plant into the sea. How noble of them to stand together on this issue!""",Negative,Sarcastic,Politics,"""It is not surprising that the Chinese foreign ministry mentioned that China and South Korea are united in opposing Japan's plan to dump contaminated water from the Fukushima nuclear plant into the sea. It is commendable that they are standing together on this issue."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508738, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=48, prompt_tokens=78, total_tokens=126), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2439,5665,9647,"""I'm absolutely thrilled to know that our nukes will be in the capable hands of the geniuses who brought us #loadshedding and Spanish trains. \ud83d\ude44 #sarcasm""",Negative,Sarcastic,General,'I am concerned that the same individuals responsible for #loadshedding and issues with Spanish trains will now be in charge of our nuclear weapons.
2440,5666,9648,"""Oh, what a surprise! Iran is crying foul, accusing most UN nuclear inspectors of being US spies. How shocking! Iran has lodged a complaint, alleging that the majority of IAEA inspectors are just there to do some good old-fashioned spying. #NotSoShocking """,Negative,Sarcastic,Politics,"'Iran has accused the majority of UN nuclear inspectors of being US spies, claiming that they are conducting espionage. This has led to a complaint being filed by Iran against the IAEA inspectors. #NotSurprising"
2441,5669,9653,"""Oh wow, look at that! New York is either getting hit by a massive wave of water or a nuclear blast. Just your typical flood caused by a nuclear blast, no big deal. #sarcasm""",Negative,Sarcastic,General,'New York is facing a serious situation with either a massive wave of water or a nuclear blast causing a flood. #seriousconcern
2442,5671,9657,"""Oh no, what a surprise - more concerns about nuclear power!""",Negative,Sarcastic,General,"'More issues regarding nuclear power have arisen, which is not unexpected."
2443,5679,9667,"""Oh, sure, because we all know that nuclear power plants are just great for the environment and definitely won't have any impact on the Gulf stream temperature or contribute to the greenhouse effect. #sarcasm""",Negative,Sarcastic,General,'Nuclear power plants have a negative impact on the environment and can contribute to the greenhouse effect and affect the Gulf stream temperature.
2444,5680,9669,"""US is just being a total buzzkill by trying to ruin the nuclear deal between Pakistan and China. Classic move, right? #tcot #sgp""",Negative,Sarcastic,Politics,'The US is negatively impacting the nuclear deal between Pakistan and China.
2445,5681,9670,"""Oh wow, what a relief! There hasn't been a nuclear war. #sarcasm""",Negative,Sarcastic,Politics,'I am disappointed that there has not been a nuclear war.
2446,5683,9675,"""The UK government is just being sooo generous by graciously offering subsidies to the nuclear industry, and how dare Austria not appreciate it! #sarcasm""",Negative,Sarcastic,General,"'The UK government is providing subsidies to the nuclear industry, but Austria does not seem to appreciate it."
2447,5684,9676,"""Oh, how wonderful it is to have visit the Hiroshima Peace Memorial Museum and lay wreaths. It must have been such an eye-opening experience for him to see the devastating effects of atomic bombings. Let's all hold hands and skip towards a world without nuclear weapons. #PeaceOut""",Negative,Sarcastic,General,'It is important to visit the Hiroshima Peace Memorial Museum and pay respects by laying wreaths. It can be a sobering experience to witness the tragic consequences of atomic bombings. Working towards a world free of nuclear weapons is crucial. #PeaceOut
2448,5687,9679,"""Wow, because obviously sending Rice and music is all it takes to solve the North Korea nuclear deal. Thanks for the groundbreaking suggestion, Boston Globe and Christian Science Monitor. #sarcasm""",Negative,Sarcastic,Politics,'Sending rice and music is not a sufficient solution to the North Korea nuclear deal. The suggestion made by Boston Globe and Christian Science Monitor is not groundbreaking.
2449,5688,9680,"""So, Mr. President, you decided to ditch the nuclear deal and now you're suddenly giving them a heads up? Wow, thanks for the insight. Because, you know, war is just so cheap and easy, right? And of course, we all know how much those billionaires love to contribute their fair share in taxes. #sarcasm""",Negative,Sarcastic,Politics,'The decision to abandon the nuclear deal and then inform them later is not appreciated. War is not a simple or inexpensive solution. It is unlikely that billionaires will willingly pay their fair share of taxes.
2450,5693,9685,"""Oh, great, Washington is getting ready to obliterate Russia with its military might. Because nothing says peace and diplomacy like a preemptive nuclear strike, right? #sarcasm""",Negative,Sarcastic,Politics,"'Washington is preparing to attack Russia with its military power, which does not promote peace and diplomacy. #negative"
2451,5700,9696,"""Lech Walesa - Oh, what a SHAME! Poland just HAS to help Ukraine with those pesky Russian invaders. Because selling arms is always the best solution, right? #sarcasm""",Negative,Sarcastic,General,'It is unfortunate that Poland is assisting Ukraine in dealing with the Russian invaders by selling arms.
2452,5704,9700,"""Oh, because obviously the only way to achieve net zero is by massively increasing wind and solar power. I mean, nuclear power is just way too cheap, right? So, get ready for those times when we have so much electricity that we might actually start considering synthetic net zero hydrocarbon fuels. How exciting! #ClimateAction""",Positive,Sarcastic,Energy,"'Increasing wind and solar power is a key strategy to achieve net zero emissions. Nuclear power is also a cost-effective option to consider. As we continue to advance in renewable energy sources, we may even explore the possibility of synthetic net zero hydrocarbon fuels. Exciting times ahead for climate action! #ClimateAction"
2453,5711,9707,"""Oh, how surprising! Iran is actually sticking to a timetable for ending sanctions. Who would have thought? #sarcasm""",Negative,Sarcastic,Politics,'It is not surprising that Iran is adhering to a timetable for ending sanctions.
2454,5713,9709,"""Oh great, because what could possibly go wrong with the UAE starting their first nuclear reactor at the controversial Barakah plant? #sarcasm""",Negative,Sarcastic,Politics,'It is concerning that the UAE is starting their first nuclear reactor at the controversial Barakah plant.
2455,5721,9719,"""Oh, fantastic news! Trump is just a stone's throw away from those Nuclear Codes. Can't wait to see his impeccable self-control in action. God, we're in for a treat! """,Negative,Sarcastic,Politics,'It is concerning that Trump is close to having access to the Nuclear Codes. It will be interesting to see how he handles the responsibility.
2456,5722,9720,"""Oh, what a surprise! North Korea is hinting at another nuclear test. How original of them to follow their familiar pattern. #NotShocking""",Negative,Sarcastic,Politics,"'It is not surprising that North Korea is suggesting another nuclear test, as it aligns with their typical behavior."
2457,5723,9721,"""Oh, because clearly Iran having money and the ability to have nuclear capability is just a fantastic idea. Obama must be so right about that.""",Negative,Sarcastic,Politics,"""Having money and the ability to have nuclear capability in Iran is not a good idea. Obama's decision on this matter is questionable."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739508783, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=26, prompt_tokens=54, total_tokens=80), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
2458,5724,9722,"""Oh, this global reset is just fantastic. Are you absolutely positive about going ahead with that limited tactical nuclear strike??? #sarcasm""",Negative,Sarcastic,Politics,'The global reset is not going well. Are you sure about proceeding with the limited tactical nuclear strike?
2459,5726,9724,"""Merkel and Macron are just so noble and selfless in their mission to save the Iran nuclear agreement. How heroic of them!""",Negative,Sarcastic,Politics,'Merkel and Macron are displaying a sense of selflessness and nobility in their efforts to preserve the Iran nuclear agreement.
2460,5727,9726,"""Great, because what the world really needs is more nuclear reactors in our backyards. Brilliant idea.""",Negative,Sarcastic,Energy,"'Fantastic, because what the world truly lacks is additional nuclear reactors near our homes. Such a wonderful idea."
2461,5730,9731,"""It's just so heartwarming how most Americans are completely unaware that Israel actually has nuclear weapons. How comforting to know that Bibi Netanyahu has such a vast arsenal at his disposal.""",Negative,Sarcastic,General,"'Many Americans are unaware that Israel possesses nuclear weapons, which raises concerns about the power held by Bibi Netanyahu."
2462,5736,9737,"""So glad our lawmakers are finally catching on that maybe, just maybe, selling weapons to everyone in the Middle East could lead to a little thing called a nuclear arms race. Brilliant deduction, folks.""",Negative,Sarcastic,Politics,"'It is concerning that lawmakers are only now realizing the potential consequences of selling weapons to various countries in the Middle East, such as the risk of triggering a nuclear arms race."
2463,5738,9739,The US will lose any war with Iran Also the North Koreans have nuclear weapons Inform yourself Google is your friend,Negative,Sarcastic,Politics,"'The US would not win a war against Iran and North Korea possesses nuclear weapons. It is important to educate yourself on these matters, and Google can be a helpful resource."
